1,1,1,1,1,2.9,3.2,3.0
1,1,1,1,2,2.3,2.5,2.6
1,1,1,1,3,2.5,2.8,2.8
1,1,1,1,4,2.1,2.9,2.4
1,1,1,1,5,1.9,2.8,2.2
1,1,1,2,1,1.8,3.0,1.7
1,1,1,2,2,2.6,3.1,2.4
1,1,1,2,3,3.0,3.0,2.9
